dc:title,prism:publicationName,prism:coverDate
MONITORING THE INTERNAL STRUCTURE BEHAVIOUR OF ALKALI-ACTIVATED SLAG PASTE: EFFECT OF THE CURING MODE,Acta Polytechnica,2023-12-31
ASSESSMENT OF STRUCTURES REPEATEDLY EXPOSED TO THERMAL LOADING AND EXTINGUISHING WATER: A CASE STUDY OF A FIREFIGHTING TRAINING FACILITY,Acta Polytechnica,2023-12-31
ENHANCEMENT OF POWER TRANSFER CAPACITY OF TRANSMISSION NETWORK USING MULTILEVEL MULTIFUNCTION INVERTER,Acta Polytechnica,2023-12-31
Long-term trends in length and age at sexual maturity of hoki Macruronus magellanicus and southern hake Merluccius australis from Chilean Patagonia,Revista de Biologia Marina y Oceanografia,2023-12-31
Color-pattern stages in juveniles and adults of the castañeta Nexilosus latifrons (Cichliformes: Pomacentridae),Revista de Biologia Marina y Oceanografia,2023-12-31
Weakest link or strongest link? The effects of different types of linking gestures on learning,Gesture,2023-12-31
"Adelung's English-German dictionary (1783, 1796) Its achievements and its relationship to the dictionaries of Samuel Johnson and Johannes Ebers",Historiographia Linguistica,2023-12-31
Accessing the semantic and lexical information of constituents while typing compounds,Mental Lexicon,2023-12-31
Jan Ignacy Necisław Baudouin de Courtenay (1845–1929),Historiographia Linguistica,2023-12-31
Bilingual and monolingual adults’ lexical choice in storytelling: Evidence for the weaker-links hypothesis?,Mental Lexicon,2023-12-31
Intervocalic /ɡ/ realization in Border Uruguayan Spanish,Spanish in Context,2023-12-31
"Simultaneous interpreting, brain aging, and cognition","Translation, Cognition and Behavior",2023-12-31
Wearable eye trackers,"Translation, Cognition and Behavior",2023-12-31
Empirical translation process research,"Translation, Cognition and Behavior",2023-12-31
"First person singular subject pronoun expression of young Spanish speakers from Quito, Ecuador",Spanish in Context,2023-12-31
A meta-analytic review of morphological priming in Semitic languages,Mental Lexicon,2023-12-31
"Los puertorriqueños se les está cayendo la ""a"" Variably marked datives in Puerto Rican Spanish",Spanish in Context,2023-12-31
Experimenting with audio description When participants are all ears in CTIS,"Translation, Cognition and Behavior",2023-12-31
Missionary linguistics in the East Indies in the seventeenth century,Historiographia Linguistica,2023-12-31
Anachronistic bias in the study of Arabic grammatical tradition The case of the term ḥarf in Sībawayhi’s al-Kitāb,Historiographia Linguistica,2023-12-31
Social perceptions of /f/ fortition in Guatemalan Spanish,Spanish in Context,2023-12-31
"Demographic, neuropsychological, and speech variables that impact iconic and supplementary-to-speech gesturing in aphasia",Gesture,2023-12-31
The distributional properties of prefixes influence lexical decision latencies Evidence from Malay,Mental Lexicon,2023-12-31
L’architecture des études de linguistique romane au XVI e siècle,Historiographia Linguistica,2023-12-31
The road to language through gesture: The longitudinal case of parent-child interactions in deaf children,Gesture,2023-12-31
Predictive processes in interpreters: Existing fndings and future directions in interpreting process research,"Translation, Cognition and Behavior",2023-12-31
Patrones relacionales de la expresión de la epistemicidad y la gestión de la imagen en el español peninsular,Spanish in Context,2023-12-31
Eye-voice and finger-voice spans in adults' oral reading of connected texts Implications for reading research and assessment,Mental Lexicon,2023-12-31
Do gestures reflect children's lexical retrieval difficulties? Evidence from bilingual and monolingual preschoolers,Gesture,2023-12-31
Discourse markers in Spanish in the Tijuana-San Diego border area,Spanish in Context,2023-12-31
Contextualising translation expertise: Lived practice and social construction,"Translation, Cognition and Behavior",2023-12-31
Discourse particles and prosody. The contact control markers 'sabes?' and 'entiendes?',Spanish in Context,2023-12-31
Cognition and behaviour of reception in museum spaces,"Translation, Cognition and Behavior",2023-12-31
The role of perceptual salience in a strengthening sound change,Spanish in Context,2023-12-31
Cognitive translation and interpreting studies in the early twenty frst century,"Translation, Cognition and Behavior",2023-12-31
THE GOVERNMENT RESPONSIBILITY FOR OIL AND GAS MANAGEMENT BASED ON CONSTITUTION OF INDONESIA,Al-Risalah: Forum Kajian Hukum dan Sosial Kemasyarakatan,2023-12-31
Notes in bold: Contributions of Afroperspectivist epistemes against colonial noises in knowledge production of Critical Discourse Studies,Discurso y Sociedad,2023-12-31
Discursive strategies in the narrative of Spanish institutional advertising during the covid-19 pandemic,Discurso y Sociedad,2023-12-31
"""The home we will live in"" A qualitative approach to residential strategies for elderly people",Discurso y Sociedad,2023-12-31
Linguistic varieties through the language columnism of yesterday and today,Discurso y Sociedad,2023-12-31
"""We are born with that"" A vision of Paulo Freire and the spaces as discursive instruments in ""que hora ela volta?""",Discurso y Sociedad,2023-12-31
The trivialization of women through the myth of the 90-60-90s associated with beauty and femininity: a look at the discourses of Cromosmagazine about the National Beauty Reign in Colombia from 1957 to 1962,Discurso y Sociedad,2023-12-31
The role of research teams in the discourse of educational construction and transformation: A case study in municipal schools in Chile,Discurso y Sociedad,2023-12-31
"Alcohol and cannabis as a public problem in the hegemonic press (Córdoba, 2016-2022)",Discurso y Sociedad,2023-12-31
THE TIMING ANALYSIS OF INHERITANCE DISTRIBUTION IN THE COMPILATION OF ISLAMIC LAW,Al-Risalah: Forum Kajian Hukum dan Sosial Kemasyarakatan,2023-12-31
REACTUALIZATION OF WALI MUJBIR IN THE MODERN ERA: Maqasid Sharia Analysis of Imam Shafi`i's Concept Regarding Wali’s Ijbar Right,Al-Risalah: Forum Kajian Hukum dan Sosial Kemasyarakatan,2023-12-31
EXTREME POVERTY ALLEVIATION MODEL IN ALLEVIATING SOCIAL INEQUALITY (SOCIOLOGICAL AND SHARIA APPROACHES IN POVERTY ALLEVIATION POLICY IN INDONESIA),Al-Risalah: Forum Kajian Hukum dan Sosial Kemasyarakatan,2023-12-31
"MEDIATION IN SOCIAL CONFLICT RESOLUTION AT TANJUNGPINANG MALAY CUSTOMARY INSTITUTION, RIAU ISLANDS",Al-Risalah: Forum Kajian Hukum dan Sosial Kemasyarakatan,2023-12-31
JURIDICAL ANALYSIS ON THE POSSIBILITY OF TRAFFIC ACCIDENT VICTIM BEING DESIGNATED AS SUSPECT,Al-Risalah: Forum Kajian Hukum dan Sosial Kemasyarakatan,2023-12-31
REFUSAL OF POLYGAMY PERMIT IN RELIGIOUS COURT DECISION: Criticism of Gender Justice Against Judge’s Legal Reasoning,Al-Risalah: Forum Kajian Hukum dan Sosial Kemasyarakatan,2023-12-31
EFFECTIVENESS OF CLOUD TECHNOLOGIES IN SOCIAL MEDIA MARKETING AND ITS IMPACT ON CUSTOMER BUYING BEHAVIOUR,Virtual Economics,2023-12-31
"Je dirais / diría yo, analyse contrastive français / espagnol",Lingvisticae Investigationes,2023-12-31
Acquisition of non-native vowel duration contrasts through classroom education: Perception and production affected differently,Journal of Second Language Pronunciation,2023-12-31
Exploring patterns of lexical variation in the use of epistemic stance markers in written L2 English across task types and levels of proficiency: A corpus-based study,International Journal of Learner Corpus Research,2023-12-31
"Listening to the ""noise"" in the data: The critical importance of individual differences in second-language speech",Journal of Second Language Pronunciation,2023-12-31
Teaching perspectives: French,Journal of Second Language Pronunciation,2023-12-31
Approches contrastives,Lingvisticae Investigationes,2023-12-31
Semantic-pragmatic operators pour ainsi dire and por así decir(lo): A French-Spanish contrastive study,Lingvisticae Investigationes,2023-12-31
Autour de il n'y a pas à dire et de incontestablement: De l'attitude du locuteur à la construction de l'ethos,Lingvisticae Investigationes,2023-12-31
Dis voir et oye tú en contraste: Des marqueurs de dire et de perception?,Lingvisticae Investigationes,2023-12-31
L1 novice writing as a missing piece in the Learner Corpus Research puzzle: The case of hedging,International Journal of Learner Corpus Research,2023-12-31
Beyond Concordance Lines: Corpora in language education,International Journal of Learner Corpus Research,2023-12-31
The effectiveness of pronunciation instruction: Unanswered questions,Journal of Second Language Pronunciation,2023-12-31
Multiple Perspectives on Learner Interaction. The Corpus of Collaborative Oral Tasks,International Journal of Learner Corpus Research,2023-12-31
Fonctionnement et évolution de deux paires de marqueurs romans formés: Cela dit / ceci dit vs dicho esto / dicho eso sur le verbe dire,Lingvisticae Investigationes,2023-12-31
J'avoue et c'est le cas de le dire: Marqueurs d'assentiment?,Lingvisticae Investigationes,2023-12-31
Nuances épistémiques autour de ce n'est pas sûr et ce n'est pas dit,Lingvisticae Investigationes,2023-12-31
"The English Language Learner Insight, Proficiency and Skills Evaluation (ELLIPSE) Corpus",International Journal of Learner Corpus Research,2023-12-31
Effects of orthography and cognate status on second language Spanish lexical encoding,Journal of Second Language Pronunciation,2023-12-31
"Moymer. Falou, 2022",Journal of Second Language Pronunciation,2023-12-31
Causativité et réactivité dans le fonctionnement du marqueur de discours Je me suis laissé dire: Application à l'analyse contrastive français/ espagnol,Lingvisticae Investigationes,2023-12-31
Oral reading tasks as proficiency indicators: Insights from a learner corpus study,International Journal of Learner Corpus Research,2023-12-31
Current state of second language studies in Japan,Journal of Second Language Studies,2023-12-31
Brogues and Blarney,English Text Construction,2023-12-31
Beneficios de los programas de prácticas ERASMUS + en jóvenes de poblaciones rurales que cursan formación profesional,Journal of International Students,2023-12-31
Tarantino’s eloquent villains,English Text Construction,2023-12-31
Interdisciplinary approaches to the language of pop culture,English Text Construction,2023-12-31
Does automaticity in lexical and grammatical processing predict utterance fluency development?,Journal of Second Language Studies,2023-12-31
Análisis de los flujos y de los determinantes de la movilidad internacional de estudiantes Erasmus+: Implicaciones para el contexto español,Journal of International Students,2023-12-31
"“Strangers in the night, exchanging glasses”",English Text Construction,2023-12-31
Development of EFL reading rate in adolescents in Japan,Journal of Second Language Studies,2023-12-31
La movilidad virtual: ¿diversidad e inclusión o efecto Mateo 2.0?,Journal of International Students,2023-12-31
Perception of Japanese accented English segments in words,Journal of Second Language Studies,2023-12-31
The role of agency in language socialization,Journal of Second Language Studies,2023-12-31
An investigation of subject-orientation in the processing of Japanese reflexive zibun by native Japanese and Chinese-speaking learners,Journal of Second Language Studies,2023-12-31
"Stylistics, pop culture, and educational research",English Text Construction,2023-12-31
Linguistic parallels between the lexemes of the polish kilkanaście and the lithuanian keliolika on the basis of data from multilingual parallel corpora,Slavia Meridionalis,2023-12-31
Becas Internacionales desde la Teoría del Capital Humano y el Enfoque de las Capacidades Humanas,Journal of International Students,2023-12-31
Mental health songs,English Text Construction,2023-12-31
Trascendiendo la Transaccionalidad en la Movilidad Estudiantil en los Países de América Latina,Journal of International Students,2023-12-31
Characterisation through laughter-talk in conversational humour,English Text Construction,2023-12-31
"Acercamiento Crítico a las Prácticas de Internacionalización de la Educación Superior Mexicana, Oportunidades No Vistas y Políticas Cortoplacistas",Journal of International Students,2023-12-31
La movilidad virtual en la educación superior de habla hispana,Journal of International Students,2023-12-31
Second language processing of English definite noun phrases by Spanish speakers and Japanese speakers,Journal of Second Language Studies,2023-12-31
THE IMPACT OF SOFT TOOLS OF EU RULE OF LAW ON MEMBER STATES: THE CASE OF SPAIN,Slovak Journal of Political Sciences,2023-12-31
"Synthesis of bioactive N,S-heterocycles under solvent-free conditions",Solvent-Free Synthesis: Bioactive Heterocycles,2023-12-31
Preface,Coming to Terms: Approaches to (Ancient) Terminologies,2023-12-31
The language of astronomy,Coming to Terms: Approaches to (Ancient) Terminologies,2023-12-31
Zoomland: Exploring scale in digital history and humanities,Zoomland: Exploring Scale in Digital History and Humanities,2023-12-31
Preface,Solvent-Free Synthesis: Bioactive Heterocycles,2023-12-31
Catalytic role of ionic liquids in the synthesis of bioactive O-heterocycles under solvent-free conditions,Solvent-Free Synthesis: Bioactive Heterocycles,2023-12-31
